Braniewo,0.0005853555
Lelkowo,0.0002831803
Płoskinia,0.000243447
Wilczęta,0.0002885025
Działdowo,0.0008971658
Iłowo-Osada,0.000676109
Płośnica,0.0005459892
Rybno,0.0006764761
Elbląg,0.0006561047
Godkowo,0.0003053869
Gronowo Elbląskie,0.0004746895
Markusy,0.0003871477
Milejewo,0.0002936413
Rychliki,0.000377329
Ełk,0.0010029684
Kalinowo,0.0006471119
Prostki,0.0006929934
Stare Juchy,0.0003646657
Giżycko,0.0007366725
Kruklanki,0.0002880437
Miłki,0.0003596188
Wydminy,0.0006090303
Iława,0.0011573136
Lubawa,0.0009701173
Barciany,0.000622336
Kętrzyn,0.0007743871
Srokowo,0.0003778796
Kiwity,0.000314655
Lidzbark Warmiński,0.000624263
Lubomino,0.0003351181
Mrągowo,0.0007217152
Piecki,0.0007274962
Sorkwity,0.0004355067
Janowiec Kościelny,0.0003139209
Janowo,0.0002658371
Kozłowo,0.0005812262
Biskupiec,0.0008852366
Grodziczno,0.0005874661
Kurzętnik,0.000827059
Nowe Miasto Lubawskie,0.0007381407
Kowale Oleckie,0.0004988231
Świętajno,0.000366501
Wieliczki,0.0003187843
Dywity,0.0009591975
Gietrzwałd,0.0005523209
Jonkowo,0.000608755
Kolno,0.0003140126
Purda,0.0007485099
Stawiguda,0.000590953
Świątki,0.0003876065
Dąbrówno,0.0004150436
Grunwald,0.00053562
Łukta,0.000412566
Małdyty,0.0005984776
Ostróda,0.0014529737
Dźwierzuty,0.0006256394
Jedwabno,0.0003395227
Rozogi,0.000533693
Szczytno,0.0010741764
Świętajno,0.0005612219
Wielbark,0.0006023316
Banie Mazurskie,0.0003640234
Dubeninki,0.0002874014
Budry,0.000275564
Pozezdrze,0.0003157561
Gnojno,0.0004243116
Nowy Korczyn,0.0005862731
Pacanów,0.0007184117
Solec-Zdrój,0.000469826
Stopnica,0.0007282303
Tuczępy,0.0003523695
Wiślica,0.0005302978
Imielno,0.0004115566
Nagłowice,0.0004790023
Oksa,0.0004399113
Słupia (Jędrzejowska),0.0004044908
Sobków,0.0007746624
Wodzisław,0.0006862029
Bejsce,0.0003967828
Czarnocin,0.0003724656
Opatowiec,0.0003227301
Bieliny,0.0009277229
Górno,0.0012412767
Łagów,0.0006422485
Łopuszno,0.0008310048
Masłów,0.0009477272
Miedziana Góra,0.0009824135
Mniów,0.0008617453
Morawica,0.0013490981
Nowa Słupia,0.0008978082
Piekoszów,0.0014554513
Pierzchnica,0.0004409207
Raków,0.0005366294
Sitkówka-Nowiny,0.0006826242
Strawczyn,0.000934238
Zagnańsk,0.0011809885
Fałków,0.000437342
Gowarczów,0.0004345891
Radoszyce,0.0008494491
Ruda Maleniecka,0.000302267
Słupia (Konecka),0.0003229136
Smyków,0.0003456708
Baćkowice,0.0004697343
Iwaniska,0.0006411473
Lipnik,0.0005208462
Sadowie,0.0003852206
Tarłów,0.0005121287
Wojciechowice,0.0003993521
Bałtów,0.0003505343
Bodzechów,0.0012594457
Waśniów,0.0006539024
Kije,0.0004153189
Michałów,0.0004432148
Złota,0.0004390855
Dwikozy,0.0008377035
Klimontów,0.0007876009
Łoniów,0.000688864
Obrazów,0.0006142608
Samborzec,0.0008086146
Wilczyce,0.0003533789
Bliżyn,0.0007819116
Łączna,0.0004897386
Skarżysko Kościelne,0.0005772804
Brody,0.0010245327
Mirzec,0.0007749376
Pawłów,0.0014058075
Bogoria,0.0007318091
Łubnice,0.0003999027
Oleśnica,0.0003642987
Rytwiany,0.000590953
Szydłów,0.0004442242
Kluczewsko,0.0004845081
Krasocin,0.0009944345
Moskorzew,0.0002572114
Radków,0.0002362895
Secemin,0.0004585392
Bobrowniki,0.0010688542
Mierzęcice,0.0006917087
Psary,0.0010628896
Bestwina,0.0009950768
Buczkowice,0.0010009497
Jasienica,0.0020304376
Jaworze,0.000622703
Kozy,0.0011260225
Porąbka,0.0014035135
Wilkowice,0.0011880542
Brenna,0.000991131
Chybie,0.0008623877
Dębowiec,0.0005146981
Goleszów,0.0011625441
Hażlach,0.0009530494
Istebna,0.0010790399
Zebrzydowice,0.0011894306
Dąbrowa Zielona,0.0003721903
Janów,0.0005482833
Kamienica Polska,0.0005117617
Kłomnice,0.0012672456
Konopiska,0.0009736043
Kruszyna,0.0004522075
Lelów,0.0004653296
Mstów,0.0009697503
Mykanów,0.0013357925
Olsztyn,0.0007220822
Poczesna,0.0011729133
Przyrów,0.0003644822
Rędziny,0.0009188219
Starcza,0.0002561102
Gierałtowice,0.0010161823
Pilchowice,0.0010096671
Rudziniec,0.0009709432
Wielowieś,0.0005444293
Lipie,0.000594073
Miedźno,0.0006967557
Opatów,0.0006319711
Panki,0.0004690919
Popów,0.0005560831
Przystajń,0.0005507609
Wręczyca Wielka,0.0016065848
Boronów,0.0003059375
Ciasna,0.0007176776
Herby,0.0006398627
Kochanowice,0.0006195831
Koszęcin,0.0010777552
Pawonków,0.0006004964
Ornontowice,0.0005260767
Wyry,0.0006560129
Niegowa,0.0005273614
Poraj,0.0009970956
Goczałkowice-Zdrój,0.0006025152
Kobiór,0.00044817
Miedźna,0.0014730697
Pawłowice,0.0016442075
Suszec,0.0010570168
Kornowac,0.0004533087
Krzyżanowice,0.0010491252
Nędza,0.0006635375
Pietrowice Wielkie,0.000644359
Rudnik,0.0004734048
Gaszowice,0.0008354094
Jejkowice,0.0003611788
Lyski,0.0008677099
Świerklany,0.0010707812
Krupski Młyn,0.0003091492
Ożarowice,0.0005076323
Świerklaniec,0.0010468311
Tworóg,0.0007383242
Zbrosławice,0.0014364564
Bojszowy,0.0006467449
Chełm Śląski,0.0005526879
Godów,0.0011996163
Gorzyce,0.0018745324
Lubomia,0.0007419948
Marklowice,0.0004923079
Mszana,0.0006700527
Irządze,0.0002579455
Kroczyce,0.0005794827
Włodowice,0.0004836822
Żarnowiec,0.0004430313
Czernichów,0.0006143526
Gilowice,0.0005484668
Jeleśnia,0.0012467824
Koszarawa,0.0002264708
Lipowa,0.0009325863
Łękawica,0.0004061426
Łodygowice,0.00125394
Milówka,0.0009275393
Radziechowy-Wieprz,0.0011824567
Rajcza,0.000847155
Ślemień,0.0003177749
Świnna,0.0007376819
Ujsoły,0.0004343138
Węgierska Górka,0.0013802975
Branice,0.000652893
Borzytuchom,0.0002710676
Czarna Dąbrówka,0.0005281872
Kołczygłowy,0.0003925617
Lipnica,0.0004652379
Parchowo,0.0003276853
Studzienice,0.0003234642
Trzebielino,0.0003477814
Tuchomie,0.0003817336
Chojnice,0.001602639
Konarzyny,0.0002089441
Człuchów,0.0009719526
Koczała,0.0003269512
Przechlewo,0.0005803085
Rzeczenica,0.0003418168
Cedry Wielkie,0.0006182984
Kolbudy,0.0013173481
Pruszcz Gdański,0.0019648271
Przywidz,0.000515891
Pszczółki,0.0007779658
Suchy Dąb,0.0003784302
Trąbki Wielkie,0.0009619504
Chmielno,0.0006476625
Przodkowo,0.0007237339
Sierakowice,0.0016506309
Somonino,0.0009010199
Stężyca,0.0008787215
Sulęczyno,0.0004696425
Dziemiany,0.0003854042
Karsin,0.0005651677
Kościerzyna,0.0013670836
Liniewo,0.0004244034
Lipusz,0.0003276853
Nowa Karczma,0.0006110491
Stara Kiszewa,0.0006053598
Gardeja,0.0007779658
Kwidzyn,0.0010082907
Ryjewo,0.0005461727
Sadlinki,0.0005385564
Cewice,0.000672622
Nowa Wieś Lęborska,0.0012122796
Wicko,0.0005423187
Lichnowy,0.0004420219
Malbork,0.0004133918
Miłoradz,0.0003118103
Stare Pole,0.0004336714
Ostaszewo,0.0003014411
Stegna,0.0009107467
Sztutowo,0.0003357604
Kosakowo,0.0009380921
Krokowa,0.0009607575
Puck,0.0021952437
Damnica,0.0005748028
Dębnica Kaszubska,0.0009013869
Główczyce,0.0008830343
Kobylnica,0.0009766325
Potęgowo,0.0006592246
Słupsk,0.001425353
Smołdzino,0.0003170408
Ustka,0.0007335526
Bobowo,0.0002787757
Kaliska,0.000480654
Lubichowo,0.0005641583
Osieczna,0.0002699664
Osiek,0.0002262873
Skórcz,0.0004269727
Smętowo Graniczne,0.0004914821
Starogard Gdański,0.0013625872
Zblewo,0.0010291209
Morzeszczyn,0.0003453038
Subkowy,0.0004943267
Tczew,0.0011782356
Choczewo,0.0005247002
Gniewino,0.0006554624
Linia,0.0005487421
Luzino,0.0013078965
Łęczyce,0.0010783058
Szemud,0.0013825915
Wejherowo,0.0019671212
Mikołajki Pomorskie,0.0003463132
Stary Dzierzgoń,0.0003838442
Stary Targ,0.0005953577
Augustów,0.000631237
Bargłów Kościelny,0.0005330507
Nowinka,0.0002716182
Płaska,0.0002361059
Sztabin,0.0004982725
Dobrzyniewo Duże,0.0007796176
Gródek,0.0005226814
Juchnowiec Kościelny,0.00134139
Poświętne,0.0003408992
Turośń Kościelna,0.0005257096
Zawady,0.0002707005
Bielsk Podlaski,0.0006593164
Boćki,0.0004404619
Brańsk,0.0005787486
Orla,0.0002851073
Rudka,0.0001875634
Wyszki,0.0004383513
Grajewo,0.000556909
Radziłów,0.0004652379
Wąsosz,0.0003643905
Białowieża,0.0002111464
Czeremcha,0.0003224548
Czyże,0.0002166522
Dubicze Cerkiewne,0.0001644391
Hajnówka,0.0003740256
Narew,0.0003612705
Narewka,0.0003576918
Grabowo,0.0003366781
Kolno,0.0008152216
Mały Płock,0.0004648708
Turośl,0.0004768918
Łomża,0.0009784677
Miastkowo,0.0004008203
Piątnica,0.0009869099
Przytuły,0.0002016031
Śniadowo,0.0005156157
Wizna,0.000400545
Zbójna,0.000405959
Jasionówka,0.0002750134
Jaświły,0.0005006584
Krypno,0.0003776961
Trzcianne,0.0004244034
Giby,0.0002682229
Krasnopol,0.0003656751
Puńsk,0.0004006368
Sejny,0.0003813666
Dziadkowice,0.0002763898
Grodzisk,0.0004252293
Mielnik,0.0002380329
Milejczyce,0.0001932527
Nurzec-Stacja,0.000400178
Perlejewo,0.0002828132
Siemiatycze,0.0005876496
Janów,0.0004080696
Korycin,0.000320069
Kuźnica,0.0003957734
Nowy Dwór,0.0002640018
Sidra,0.0003439273
Szudziałowo,0.0003018999
Bakałarzewo,0.0002843732
Filipów,0.0004221093
Jeleniewo,0.0002901543
Przerośl,0.0002820791
Raczki,0.0005625983
Rutka-Tartak,0.0002267461
Suwałki,0.0006590411
Szypliszki,0.0003660422
Wiżajny,0.0002293155
Klukowo,0.0004239446
Kobylin-Borzymy,0.0003205278
Kulesze Kościelne,0.0003029093
Nowe Piekuty,0.000377329
Sokoły,0.0005487421
Wysokie Mazowieckie,0.0004936844
Kołaki Kościelne,0.0002230756
Rutki,0.0005490174
Szumowo,0.0004577133
Zambrów,0.0008191674
Czarna,0.000222158
Lutowiska,0.0001982996
Domaradz,0.0005653512
Dydnia,0.0007545663
Haczów,0.0008569737
Jasienica Rosielna,0.0006979486
Nozdrzec,0.0007820952
Czarna,0.0011700687
Dębica,0.002286456
Jodłowa,0.0005021266
Żyraków,0.0012507283
Chłopice,0.0005150651
Jarosław,0.0011874119
Laszki,0.0006458273
Pawłosiów,0.0007658531
Radymno,0.0010559156
Rokietnica,0.0004015544
Roźwienica,0.000578198
Wiązownica,0.0010510522
Brzyska,0.0005865484
Dębowiec,0.0007866833
Jasło,0.0014895871
Krempna,0.0001843517
Nowy Żmigród,0.0008600936
Osiek Jasielski,0.0004945102
Skołyszyn,0.001142448
Tarnowiec,0.0008416493
Cmolas,0.0007394254
Majdan Królewski,0.0009112055
Niwiska,0.0005512197
Raniżów,0.0006610599
Dzikowiec,0.000597927
Chorkówka,0.0012366885
Korczyna,0.0010096671
Krościenko Wyżne,0.0004979055
Miejsce Piastowe,0.0012437543
Wojaszówka,0.0008438516
Jaśliska,0.0001927021
Grodzisko Dolne,0.0007449312
Kuryłówka,0.0005252508
Leżajsk,0.0018343403
Horyniec-Zdrój,0.0004595486
Lubaczów,0.0008421998
Stary Dzików,0.0004076108
Wielkie Oczy,0.0003619129
Białobrzegi,0.000764752
Czarna,0.0010195775
Łańcut,0.0019272961
Markowa,0.0006092139
Rakszawa,0.0006649139
Żołynia,0.0006291264
Borowa,0.000515891
Czermin,0.0006403215
Gawłuszowice,0.0002602396
Mielec,0.0011751156
Padew Narodowa,0.0004977219
Tuszów Narodowy,0.0007159341
Wadowice Górne,0.0006871206
Harasiuki,0.0005815932
Jarocin,0.000503136
Jeżowe,0.0009263464
Krzeszów,0.0003971498
Bircza,0.0006165549
Dubiecko,0.0008759686
Fredropol,0.000512037
Krasiczyn,0.0004545934
Krzywcza,0.0004526664
Medyka,0.0005860896
Orły,0.0007965019
Przemyśl,0.000909462
Stubno,0.000375402
Żurawica,0.0011771344
Adamówka,0.000385863
Gać,0.0004273398
Jawornik Polski,0.0004282574
Przeworsk,0.0013524933
Tryńcza,0.0007663119
Zarzecze,0.0006577564
Iwierzyce,0.0006906993
Ostrów,0.0006481213
Wielopole Skrzyńskie,0.0007746624
Chmielnik,0.000611875
Dynów,0.0006557376
Hyżne,0.0006396791
Kamień,0.0006414226
Krasne,0.0009446072
Lubenia,0.0005986611
Świlcza,0.0014611406
Trzebownisko,0.0018326885
Besko,0.0004030226
Bukowsko,0.0005008419
Komańcza,0.0004699178
Sanok,0.0016024554
Tyrawa Wołoska,0.0001819658
Zarszyn,0.000855689
Bojanów,0.0006795042
Pysznica,0.000933871
Radomyśl nad Sanem,0.0006806972
Zaklików,0.0008011818
Zaleszany,0.0009953521
Czudec,0.001078214
Frysztak,0.000969475
Niebylec,0.0009813124
Wiśniowa,0.0007750294
Gorzyce,0.0012512788
Grębów,0.000898634
Baligród,0.0002944671
Cisna,0.0001589333
Olszanica,0.0004623015
Solina,0.0004865269
Bierawa,0.0007127224
Cisek,0.0005511279
Pawłowiczki,0.0007430042
Polska Cerekiew,0.0004049497
Reńska Wieś,0.0007584203
Lasowice Wielkie,0.0006486719
Strzeleczki,0.0006950122
Walce,0.000517451
Domaszowice,0.000343652
Pokój,0.0004992819
Świerczów,0.0003281441
Wilków,0.0004270645
Kamiennik,0.000341358
Łambinowice,0.0007232751
Pakosławice,0.0003454873
Skoroszyce,0.0005926048
Radłów,0.0004127495
Rudniki,0.0007655778
Zębowice,0.0003507178
Chrząstowice,0.0006132514
Dąbrowa,0.0008697287
Dobrzeń Wielki,0.0013191834
Komprachcice,0.0010060884
Łubniany,0.0008722981
Murów,0.0005164416
Popielów,0.0007582368
Tarnów Opolski,0.0008923024
Tułowice,0.0004834987
Turawa,0.000883952
Lubrza,0.0004064179
Izbicko,0.0004921244
Jemielnica,0.0006595917
Promna,0.0005219473
Radzanów,0.0003620964
Stara Błotnica,0.0004791858
Stromiec,0.000528279
Ciechanów,0.000606828
Gołymin-Ośrodek,0.0003678774
Grudusk,0.0003593435
Ojrzeń,0.0004009121
Opinogóra Górna,0.0005473657
Regimin,0.0004647791
Sońsk,0.000732635
Borowie,0.0004801952
Garwolin,0.0011536431
Górzno,0.0005784733
Łaskarzew,0.0004990984
Maciejowice,0.0006705115
Miastków Kościelny,0.0004632191
Parysów,0.0003776043
Sobolew,0.0007640179
Trojanów,0.0006957463
Wilga,0.000491115
Gostynin,0.0011201497
Pacyna,0.0003504425
Sanniki,0.0005936142
Szczawin Kościelny,0.0004742306
Baranów,0.0004556945
Jaktorów,0.0009920487
Żabia Wola,0.0006775772
Belsk Duży,0.0006131597
Błędów,0.0007179529
Chynów,0.0008845025
Goszczyn,0.0002734534
Jasieniec,0.0004974467
Pniewy,0.0004319279
Garbatka-Letnisko,0.0004858845
Głowaczów,0.0006882217
Gniewoszów,0.000380449
Grabów nad Pilicą,0.0003603529
Magnuszew,0.0006185737
Sieciechów,0.0003777878
Jabłonna,0.0015075726
Nieporęt,0.0011817226
Wieliszew,0.0010425182
Chotcza,0.000233353
Ciepielów,0.0005369965
Rzeczniów,0.0004295421
Sienno,0.0005690217
Solec nad Wisłą,0.0004958867
Huszlew,0.0002772157
Olszanka,0.0002873096
Platerów,0.0004788188
Sarnaki,0.0004661555
Stara Kornica,0.000465972
Czerwonka,0.0002454657
Karniewo,0.0004966208
Krasnosielc,0.0006102232
Młynarze,0.0001626038
Płoniawy-Bramura,0.0005339683
Rzewnie,0.0002521644
Sypniewo,0.0003212619
Szelków,0.0003490661
Cegłów,0.000573151
Dębe Wielkie,0.0008389881
Dobre,0.0005521373
Jakubów,0.0004634026
Latowicz,0.00050543
Mińsk Mazowiecki,0.00128257
Mrozy,0.0008033841
Siennica,0.0006714291
Stanisławów,0.0005961835
Dzierzgowo,0.0003114433
Lipowiec Kościelny,0.0004602827
Radzanów,0.0003317229
Strzegowo,0.0007285974
Stupsk,0.000469459
Szreńsk,0.0004169706
Szydłowo,0.0004349561
Wieczfnia Kościelna,0.000391644
Wiśniewo,0.0004957949
Czosnów,0.0008635806
Leoncin,0.0004929503
Pomiechówek,0.0008207273
Baranowo,0.0006298605
Czarnia,0.0002534491
Czerwin,0.0004760659
Goworowo,0.0007992548
Kadzidło,0.001051144
Lelis,0.0008107252
Łyse,0.0007698907
Olszewo-Borki,0.0009203818
Rzekuń,0.0008846861
Troszyn,0.0004519323
Andrzejewo,0.0004089872
Boguty-Pianki,0.0002611572
Małkinia Górna,0.0011214343
Nur,0.0002806109
Ostrów Mazowiecka,0.0011864942
Stary Lubotyń,0.0003631058
Szulborze Wielkie,0.0001677426
Wąsewo,0.0004182553
Zaręby Kościelne,0.0003543883
Celestynów,0.0010469229
Kołbiel,0.0007401595
Osieck,0.0003208031
Sobienie-Jeziory,0.0005804921
Wiązowna,0.0010126953
Lesznowola,0.0019078423
Prażmów,0.0008849614
Bielsk,0.0008388046
Bodzanów,0.0007723683
Brudzeń Duży,0.0007454818
Bulkowo,0.0005369965
Łąck,0.0004769835
Mała Wieś,0.0005758122
Nowy Duninów,0.0003664092
Radzanowo,0.000736856
Słubice,0.0004241281
Słupno,0.0006052681
Stara Biała,0.0010081072
Staroźreby,0.0006955627
Baboszewo,0.0007517216
Czerwińsk nad Wisłą,0.0007269457
Dzierzążnia,0.0003573247
Joniec,0.0002395012
Naruszewo,0.0006090303
Nowe Miasto,0.0004416548
Płońsk,0.0006821654
Raciąż,0.0008114593
Sochocin,0.0005477327
Załuski,0.0005245167
Michałowice,0.0015375791
Nadarzyn,0.0010761952
Raszyn,0.001933903
Czernice Borowe,0.0003621881
Jednorożec,0.0006778525
Krasne,0.00035604
Krzynowłoga Mała,0.0003353016
Przasnysz,0.0006818901
Borkowice,0.00041954
Gielniów,0.0004374337
Klwów,0.0003229136
Odrzywół,0.0003731997
Potworów,0.0003968745
Rusinów,0.0004038485
Wieniawa,0.0005025854
Gzy,0.0003648493
Obryte,0.0004475276
Pokrzywnica,0.0004464265
Świercze,0.0004362408
Winnica,0.0003764114
Zatory,0.0004404619
Gózd,0.0007636508
Jastrzębia,0.0006125173
Jedlińsk,0.0012773395
Jedlnia-Letnisko,0.0011137263
Kowala,0.0010526122
Pionki,0.0009175372
Przytyk,0.0006629869
Wierzbica,0.0009289158
Wolanów,0.0007840222
Zakrzew,0.0011053758
Domanice,0.0002477598
Korczew,0.0002687735
Kotuń,0.0007871421
Mokobody,0.0004768
Paprotnia,0.0002540915
Przesmyki,0.0003286947
Siedlce,0.0015438189
Skórzec,0.0006875794
Suchożebry,0.0004372502
Wiśniew,0.0005437869
Wodynie,0.0004308268
Zbuczyn,0.0009302005
Gozdowo,0.0005611301
Mochowo,0.0005660853
Rościszewo,0.0003917358
Sierpc,0.0006452767
Szczutowo,0.0004082531
Zawidz,0.0006434414
Brochów,0.0003943052
Iłów,0.0005799415
Młodzieszyn,0.000512037
Nowa Sucha,0.0005768216
Rybno,0.0003177749
Sochaczew,0.0008924859
Teresin,0.0010373795
Bielany,0.0003492496
Ceranów,0.0002216992
Jabłonna Lacka,0.0004537675
Repki,0.0005280955
Sabnie,0.0003647575
Sokołów Podlaski,0.0005608548
Sterdyń,0.0004096296
Chlewiska,0.0005717746
Jastrząb,0.0004811129
Mirów,0.0003585176
Orońsko,0.0005433281
Izabelin,0.000937725
Kampinos,0.0003865053
Leszno,0.0008907424
Stare Babice,0.001558134
Grębków,0.0004225681
Korytnica,0.0006088468
Liw,0.0006998756
Miedzna,0.0003765949
Sadowne,0.0005665441
Stoczek,0.0004836822
Wierzbno,0.0002781333
Dąbrówka,0.0006940945
Jadów,0.0007067578
Klembów,0.0008532114
Poświętne,0.000551862
Strachówka,0.0002683147
Brańszczyk,0.0007795258
Długosiodło,0.0007280468
Rząśnik,0.0006375686
Somianka,0.0005102017
Zabrodzie,0.0005258014
Kazanów,0.0004311021
Policzna,0.0005363541
Przyłęk,0.0005910448
Tczów,0.0004503723
Kuczbork-Osada,0.000452024
Lubowidz,0.000660234
Lutocin,0.0004234858
Siemiątkowo,0.0003396145
Puszcza Mariańska,0.0007694319
Radziejowice,0.0004763412
Wiskitki,0.0009035892
Bełchatów,0.0009321275
Drużbice,0.000462485
Kleszczów,0.0004344973
Kluki,0.0003831101
Rusiec,0.0004780847
Szczerców,0.0007341032
Bochnia,0.0017254177
Drwinia,0.0005930636
Lipnica Murowana,0.0005094676
Łapanów,0.0007084095
Rzezawa,0.0010053543
Trzciana,0.0004784517
Żegocina,0.0004743224
Borzęcin,0.0007713589
Dębno,0.0013138611
Gnojnik,0.0007035461
Iwkowa,0.0005689299
Szczurowa,0.0008964317
Babice,0.000822012
Bolesław,0.0002606066
Gręboszów,0.0003213537
Mędrzechów,0.0003268594
Olesno,0.000720614
Radgoszcz,0.0006750079
Gorlice,0.0015523529
Lipinki,0.0006252724
Łużna,0.0007675966
Moszczenica,0.0004456006
Ropa,0.0004852422
Sękowa,0.0004488123
Uście Gorlickie,0.0006073786
Czernichów,0.0012507283
Igołomia-Wawrzeńczyce,0.0007119883
Iwanowice,0.0007847563
Jerzmanowice-Przeginia,0.0009754396
Kocmyrzów-Luborzyca,0.0012960591
Liszki,0.0014846319
Michałowice,0.0008466962
Mogilany,0.0011467609
Sułoszowa,0.0005347941
Wielka Wieś,0.0009509389
Zabierzów,0.0022224973
Zielonki,0.0017050463
Dobra,0.0008875307
Jodłownik,0.0007583286
Kamienica,0.0007017109
Laskowa,0.0007166682
Limanowa,0.0022037777
Łukowica,0.0008845025
Mszana Dolna,0.0015649244
