Tura,Symbol,Przychod,Koszt,Zysk
6,t2,119,77.03091730408062,41.96908269591938
6,t3,119,213.99066593001004,-94.99066593001004
6,t4,119,144.79831830803897,-25.798318308038972
6,t5,133,136.50450561101482,-3.504505611014821
6,t6,133,77.03091730408062,55.96908269591938
6,t7,133,213.4251787006675,-80.42517870066749
6,t8,133,144.23283107869642,-11.232831078696421
6,t9,154,145.64654915205278,8.353450847947215
6,t10,154,86.17296084511858,67.82703915488142
6,t11,154,206.82782769167102,-52.82782769167102
6,t12,154,137.63548006969995,16.364519930300048
6,t13,42,136.50450561101482,-94.50450561101482
6,t14,42,77.03091730408062,-35.03091730408062
6,t15,42,217.57208504917955,-175.57208504917955
6,t16,42,148.37973742720848,-106.37973742720848
7,t1,147,174.7224853740589,-27.72248537405889
7,t2,147,253.41936406276074,-106.41936406276074
7,t3,147,51.35394486938708,95.64605513061292
7,t4,147,107.05761831403761,39.94238168596239
7,t5,133,175.28797260340144,-42.28797260340144
7,t6,133,253.9848512921033,-120.98485129210329
7,t7,133,51.35394486938708,81.64605513061292
7,t8,133,107.05761831403761,25.94238168596239
7,t9,154,174.34549388783051,-20.345493887830514
7,t10,154,253.04237257653236,-99.04237257653236
7,t11,154,51.35394486938708,102.64605513061292
7,t12,154,107.05761831403761,46.94238168596239
7,t13,42,176.51319493364363,-134.51319493364363
7,t14,42,255.21007362234548,-213.21007362234548
7,t15,42,51.35394486938708,-9.353944869387078
7,t16,42,107.05761831403761,-65.05761831403761
8,t1,119,146.02354063828116,-27.023540638281162
8,t2,119,86.54995233134696,32.45004766865304
8,t3,119,206.82782769167102,-87.82782769167102
8,t4,119,137.63548006969995,-18.635480069699952
8,t5,154,136.50450561101482,17.49549438898518
8,t6,154,77.03091730408062,76.96908269591938
8,t7,154,213.4251787006675,-59.42517870066749
8,t8,154,144.23283107869642,9.767168921303579
8,t9,154,136.50450561101482,17.49549438898518
8,t10,154,77.03091730408062,76.96908269591938
8,t11,154,214.36765741623842,-60.367657416238416
8,t12,154,145.17530979426735,8.82469020573265
8,t13,42,136.50450561101482,-94.50450561101482
8,t14,42,77.03091730408062,-35.03091730408062
8,t15,42,217.57208504917955,-175.57208504917955
8,t16,42,148.37973742720848,-106.37973742720848
9,t1,140,77.03091730408062,62.96908269591938
9,t2,140,142.1593779044404,-2.1593779044403902
9,t3,140,149.4164640143365,-9.416464014336498
9,t4,140,205.0689965100479,-65.0689965100479
9,t5,154,77.03091730408062,76.96908269591938
9,t6,154,142.1593779044404,11.84062209555961
9,t7,154,148.85097678499395,5.1490232150060535
9,t8,154,204.50350928070534,-50.503509280705345
9,t9,154,77.03091730408062,76.96908269591938
9,t10,154,142.1593779044404,11.84062209555961
9,t11,154,149.79345550056487,4.206544499435125
9,t12,154,205.44598799627627,-51.44598799627627
9,t13,42,88.34066189093171,-46.34066189093171
9,t14,42,153.46912249129147,-111.46912249129147
9,t15,42,142.25362577599748,-100.25362577599748
9,t16,42,197.90615827170888,-155.90615827170888
10,t1,154,199.14351223591567,-45.143512235915665
10,t2,154,132.73459074873114,21.265409251268863
10,t3,154,139.89742898707016,14.102571012929843
10,t4,154,89.09464486338844,64.90535513661156
10,t5,119,209.22803449252456,-90.22803449252456
10,t6,119,142.81911300534003,-23.81911300534003
10,t7,119,132.73459074873114,-13.734590748731137
10,t8,119,81.93180662504942,37.06819337495058
10,t9,154,208.28555577695363,-54.28555577695363
10,t10,154,141.8766342897691,12.1233657102309
10,t11,154,132.73459074873114,21.265409251268863
10,t12,154,81.93180662504942,72.06819337495058
10,t13,49,210.45325682276675,-161.45325682276675
10,t14,49,144.04433533558222,-95.04433533558222
10,t15,49,132.73459074873114,-83.73459074873114
10,t16,49,81.93180662504942,-32.93180662504942
11,t1,133,237.36149199895974,-104.36149199895974
11,t2,133,116.57665334130395,16.423346658696047
11,t3,133,170.9525705117752,-37.95257051177521
11,t4,133,51.35394486938708,81.64605513061292
11,t5,98,237.9269792283023,-139.9269792283023
11,t6,98,117.1421405706465,-19.142140570646504
11,t7,98,170.9525705117752,-72.9525705117752
11,t8,98,51.35394486938708,46.64605513061292
11,t9,154,227.8424569716934,-73.8424569716934
11,t10,154,107.05761831403761,46.94238168596239
11,t11,154,178.4924002363426,-24.492400236342604
11,t12,154,58.893774593954475,95.10622540604552
11,t13,56,239.15220155854448,-183.15220155854448
11,t14,56,118.36736290088871,-62.36736290088871
11,t15,56,170.9525705117752,-114.9525705117752
11,t16,56,51.35394486938708,4.646055130612922
12,t1,154,107.05761831403761,46.94238168596239
12,t2,154,51.35394486938708,102.64605513061292
12,t3,154,251.33079847489677,-97.33079847489677
12,t4,154,173.4972630438167,-19.4972630438167
12,t5,154,107.05761831403761,46.94238168596239
12,t6,154,51.35394486938708,102.64605513061292
12,t7,154,250.76531124555422,-96.76531124555422
12,t8,154,172.93177581447415,-18.93177581447415
12,t9,154,107.05761831403761,46.94238168596239
12,t10,154,51.35394486938708,102.64605513061292
12,t11,154,251.70778996112514,-97.70778996112514
12,t12,154,173.87425453004508,-19.87425453004508
12,t13,49,107.05761831403761,-58.05761831403761
12,t14,49,51.35394486938708,-2.353944869387078
12,t15,49,254.91221759406628,-205.91221759406628
12,t16,49,177.0786821629862,-128.0786821629862
13,t1,119,196.2044963188427,-77.2044963188427
13,t2,119,78.84191025885386,40.15808974114614
13,t3,119,214.473902610604,-95.473902610604
13,t4,119,86.00474849719288,32.99525150280712
13,t5,112,206.2890185754516,-94.28901857545159
13,t6,112,88.92643251546275,23.07356748453725
13,t7,112,207.31106437226498,-95.31106437226498
13,t8,112,78.84191025885386,33.15808974114614
13,t9,154,205.34653985988066,-51.346539859880664
13,t10,154,87.98395379989182,66.01604620010818
13,t11,154,207.31106437226498,-53.31106437226498
13,t12,154,78.84191025885386,75.15808974114614
13,t13,49,196.2044963188427,-147.2044963188427
13,t14,49,78.84191025885386,-29.841910258853858
13,t15,49,218.0553217297735,-169.0553217297735
13,t16,49,89.5861676163624,-40.5861676163624
14,t1,154,146.02354063828116,7.976459361718838
14,t2,154,216.16478783281568,-62.164787832815676
14,t3,154,77.03091730408062,76.96908269591938
14,t4,154,137.63548006969995,16.364519930300048
14,t5,133,146.5890278676237,-13.589027867623713
14,t6,133,216.73027506215823,-83.73027506215823
14,t7,133,77.03091730408062,55.96908269591938
14,t8,133,137.63548006969995,-4.635480069699952
14,t9,154,136.50450561101482,17.49549438898518
14,t10,154,206.64575280554934,-52.645752805549336
14,t11,154,84.57074702864801,69.42925297135199
14,t12,154,145.17530979426735,8.82469020573265
14,t13,70,147.8142501978659,-77.8142501978659
14,t14,70,217.95549739240042,-147.95549739240042
14,t15,70,77.03091730408062,-7.030917304080617
14,t16,70,137.63548006969995,-67.63548006969995
15,t1,140,205.72353134610904,-65.72353134610904
15,t2,140,216.64802451340964,-76.64802451340964
15,t3,140,78.84191025885386,61.15808974114614
15,t4,140,78.84191025885386,61.15808974114614
15,t5,154,206.2890185754516,-52.28901857545159
15,t6,154,217.2135117427522,-63.21351174275219
15,t7,154,78.84191025885386,75.15808974114614
15,t8,154,78.84191025885386,75.15808974114614
15,t9,154,205.34653985988066,-51.346539859880664
15,t10,154,216.27103302718126,-62.27103302718126
15,t11,154,78.84191025885386,75.15808974114614
15,t12,154,78.84191025885386,75.15808974114614
15,t13,49,207.51424090569378,-158.51424090569378
15,t14,49,218.43873407299438,-169.43873407299438
15,t15,49,78.84191025885386,-29.841910258853858
15,t16,49,78.84191025885386,-29.841910258853858
16,t1,84,25.34818820602071,58.65181179397929
16,t2,84,82.36481468837925,1.635185311620745
16,t3,84,86.39203863272371,-2.392038632723711
16,t4,84,155.42760339842545,-71.42760339842545
16,t5,98,27.735428207107788,70.26457179289221
16,t6,98,84.75205468946632,13.24794531053368
16,t7,98,89.04632796479734,8.953672035202658
16,t8,98,158.08189273049908,-60.08189273049908
16,t9,182,42.36070619446757,139.63929380553242
16,t10,182,99.37733267682611,82.62266732317389
16,t11,182,108.21392200190857,73.78607799809143
16,t12,182,177.2494867676103,4.750513232389693
16,t13,35,19.947699139377875,15.052300860622125
16,t14,35,76.96432562173642,-41.96432562173642
16,t15,35,74.19628311796465,-39.196283117964654
16,t16,35,143.23184788366638,-108.23184788366638
17,t1,98,35.07998109425093,62.92001890574907
17,t2,98,94.57978626832046,3.4202137316795387
17,t3,98,99.8727336931609,-1.872733693160896
17,t4,98,172.54836068355894,-74.54836068355894
17,t5,98,32.675570919471895,65.3244290805281
17,t6,98,92.17537609354142,5.824623906458584
17,t7,98,96.46964936887244,1.5303506311275612
17,t8,98,169.14527635927047,-71.14527635927047
17,t9,182,47.300848906831675,134.69915109316833
17,t10,182,106.80065408090121,75.19934591909879
17,t11,182,115.63724340598367,66.36275659401633
17,t12,182,188.3128703963817,-6.3128703963816974
17,t13,35,28.226718618118728,6.773281381881272
17,t14,35,87.72652379218826,-52.72652379218826
17,t15,35,83.91591479618286,-48.91591479618286
17,t16,35,156.59154178658088,-121.59154178658088
18,t1,98,27.735428207107788,70.26457179289221
18,t2,98,87.31318610946458,10.686813890535419
18,t3,98,91.97553995125256,6.024460048747443
18,t4,98,163.9772916134937,-65.97729161349369
18,t5,105,28.935628171588107,76.0643718284119
18,t6,105,88.5133860739449,16.4866139260551
18,t7,105,93.09854866477906,11.90145133522094
18,t8,105,165.10030032702022,-60.10030032702022
18,t9,175,41.12613827913475,133.87386172086525
18,t10,175,100.70389618149154,74.29610381850846
18,t11,175,109.21729540669939,65.78270459330061
18,t12,175,181.21904706894054,-6.21904706894054
18,t13,35,19.947699139377875,15.052300860622125
18,t14,35,79.52545704173468,-44.52545704173468
18,t15,35,76.75741453796292,-41.757414537962916
18,t16,35,148.75916620020405,-113.75916620020405
19,t1,91,24.099459965642573,66.90054003435742
19,t2,91,87.5512501028209,3.4487498971790984
19,t3,91,91.89665031577918,-0.8966503157791834
19,t4,91,168.000485663847,-77.000485663847
19,t5,112,27.69978777347235,84.30021222652765
19,t6,112,91.15157791065067,20.848422089349327
19,t7,112,96.02666106510897,15.973338934891032
19,t8,112,172.1304964131768,-60.130496413176786
19,t9,189,41.15760052691669,147.8423994730833
19,t10,189,104.60939066409502,84.39060933590498
19,t11,189,113.7685490100028,75.2314509899972
19,t12,189,189.8723843580706,-0.8723843580706045
19,t13,0,15.846987123353301,-15.846987123353301
19,t14,0,79.29877726053162,-79.29877726053162
19,t15,0,77.05949808084328,-77.05949808084328
19,t16,0,153.1633334289111,-153.1633334289111
20,t1,112,30.139838381886833,81.86016161811317
20,t2,112,96.14084872338587,15.859151276614128
20,t3,112,101.4337961482263,10.566203851773693
20,t4,112,180.86822042260044,-68.86822042260044
20,t5,98,30.139838381886833,67.86016161811317
20,t6,98,96.14084872338587,1.8591512766141278
20,t7,98,101.01593187784417,-3.0159318778441673
20,t8,98,180.45035615221832,-82.45035615221832
20,t9,189,43.59765113533117,145.40234886466882
20,t10,189,109.59866147683022,79.40133852316978
20,t11,189,118.757819822738,70.242180177262
20,t12,189,198.1922440971121,-9.192244097112109
20,t13,35,19.947699139377875,15.052300860622125
20,t14,35,85.94870948087693,-50.94870948087693
20,t15,35,83.18066697710516,-48.18066697710516
20,t16,35,162.61509125147927,-127.61509125147927
21,t1,91,29.000697836954284,61.99930216304571
21,t2,91,87.26061782910067,3.739382170899333
21,t3,91,91.60601804205895,-0.6060180420589489
21,t4,91,162.46442035161328,-71.46442035161328
21,t5,105,31.396815434485344,73.60318456551465
21,t6,105,89.65673542663171,15.343264573368288
21,t7,105,94.24189801746587,10.758101982534129
21,t8,105,165.10030032702022,-60.10030032702022
21,t9,182,44.82189345736481,137.1781065426352
21,t10,182,103.08181344951117,78.91818655048883
21,t11,182,111.91840277459363,70.08159722540637
21,t12,182,182.77680508414798,-0.7768050841479806
21,t13,42,24.07570142753274,17.92429857246726
21,t14,42,82.33562141967911,-40.335621419679114
21,t15,42,79.04411324333654,-37.04411324333654
21,t16,42,149.90251555289086,-107.90251555289086
22,t1,112,32.601025644784066,79.39897435521593
22,t2,112,94.71149496152009,17.28850503847991
22,t3,112,100.00444238636052,11.995557613639477
22,t4,112,175.3195806252093,-63.31958062520931
22,t5,105,31.396815434485344,73.60318456551465
22,t6,105,93.50728475122136,11.492715248778637
22,t7,105,98.09244734205552,6.907552657944478
22,t8,105,173.4075855809043,-68.40758558090431
22,t9,182,44.82189345736481,137.1781065426352
22,t10,182,106.93236277410082,75.06763722589918
22,t11,182,115.76895209918328,66.23104790081672
22,t12,182,191.08409033803207,-9.08409033803207
22,t13,42,24.07570142753274,17.92429857246726
22,t14,42,86.18617074426876,-44.186170744268765
22,t15,42,82.89466256792619,-40.89466256792619
22,t16,42,158.20980080677495,-116.20980080677495
